################################################################
# ThreatFox IOCs: recent ip-port - CSV format                  #
# Last updated: 2026-02-20 16:02:11 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","is_compromised","reference","tags","anonymous","reporter"
"2026-02-19 19:00:21", "1750904", "44.198.60.243:443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:47:33", "100", "False", "https://search.censys.io/hosts/44.198.60.243", "AS14618,C2,censys", "0", "dyingbreeds_"
"2026-02-19 18:58:55", "1750903", "178.236.252.109:7443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-20 16:45:44", "75", "False", "None", "drb-ra,Mythic", "0", "abuse_ch"
"2026-02-19 18:51:22", "1750902", "149.28.151.106:8888", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2026-02-20 16:44:17", "75", "False", "None", "drb-ra,Sliver", "0", "abuse_ch"
"2026-02-19 18:46:31", "1750900", "117.187.252.19:10250", "ip:port", "botnet_cc", "win.deimos_c2", "None", "DeimosC2", "2026-02-20 16:43:37", "75", "False", "None", "Deimos,drb-ra", "0", "abuse_ch"
"2026-02-19 18:05:14", "1750897", "95.156.205.13:55575", "ip:port", "botnet_cc", "apk.spynote", "CypherRat", "SpyNote", "", "100", "False", "https://tria.ge/260219-qrnf8shw2e", "android,AS57169,C2,spynote,triage", "0", "DonPasci"
"2026-02-19 18:04:07", "1750896", "178.116.38.74:1912", "ip:port", "botnet_cc", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "2026-02-19 19:01:52", "100", "False", "https://tria.ge/260219-tc6aaahy6b", "AS6848,C2,RedLine,RedlineStealer,stealer,triage", "0", "DonPasci"
"2026-02-19 18:01:50", "1750894", "172.86.68.38:28886", "ip:port", "botnet_cc", "win.vshell", "None", "VShell", "", "100", "False", "https://www.virustotal.com/gui/file/99d418b5fe9afbbfe18a73c0713a9d2137328eced521e4f6fad582c338fdc3a5", "AS14956,c2,ROUTERHOSTING,virustotal,vshell", "0", "DonPasci"
"2026-02-19 18:01:23", "1750892", "103.83.86.162:1985", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "2026-02-19 19:02:36", "100", "False", "https://tria.ge/260219-wgfarsex6h", "AS44382,C2,triage,xworm", "0", "DonPasci"
"2026-02-19 18:00:06", "1750891", "119.45.214.169:8443", "ip:port", "botnet_cc", "win.vshell", "None", "VShell", "", "100", "False", "https://www.virustotal.com/gui/file/0495cdaa8404ab2ea7a35b137cd1a322013e521abc8ae9ae1647a032daf5d007", "AS45090,c2,TENCENT-NET-AP,virustotal,vshell", "0", "DonPasci"
"2026-02-19 17:58:13", "1750890", "39.101.174.60:8084", "ip:port", "botnet_cc", "win.vshell", "None", "VShell", "", "100", "False", "https://www.virustotal.com/gui/file/59032f8c0191295fd3745c8c75fceaaab2ecf7c80c16f8aaf17ec2634cf920d9", "ALIBABA-CN-NET,AS37963,c2,virustotal,vshell", "0", "DonPasci"
"2026-02-19 17:05:48", "1750884", "195.177.94.71:4000", "ip:port", "botnet_cc", "win.loda", "LodaRAT,Nymeria", "Loda", "", "100", "False", "None", "Loda", "0", "abuse_ch"
"2026-02-19 17:05:25", "1750883", "136.0.157.17:9304", "ip:port", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "2026-02-19 19:01:04", "100", "False", "None", "QuasarRAT,RAT", "0", "abuse_ch"
"2026-02-19 16:02:32", "1750877", "15.229.32.243:1234", "ip:port", "botnet_cc", "win.adaptix_c2", "None", "AdaptixC2", "", "100", "False", "https://search.censys.io/hosts/15.229.32.243", "AdaptixC2,AMAZON-02,AS16509,C2,censys", "0", "DonPasci"
"2026-02-19 16:01:32", "1750876", "69.5.189.249:7701", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2026-02-20 16:48:18", "100", "False", "https://search.censys.io/hosts/69.5.189.249", "AS42624,C2,censys,RAT,Remcos,SWISSNETWORK02", "0", "DonPasci"
"2026-02-19 15:03:49", "1750861", "193.161.193.99:63603", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://tria.ge/260219-pkjc9sfs3a", "XWorm", "0", "dyingbreeds_"
"2026-02-19 15:03:49", "1750862", "37.4.250.173:63603", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://tria.ge/260219-pkjc9sfs3a", "XWorm", "0", "dyingbreeds_"
"2026-02-19 15:01:45", "1750859", "103.109.234.117:4782", "ip:port", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260219-p3laksfz8g", "quasar", "0", "dyingbreeds_"
"2026-02-19 15:00:29", "1750856", "89.125.50.65:7443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-20 16:48:42", "100", "False", "https://search.censys.io/hosts/89.125.50.65", "AS212477,C2,censys,Mythic,ROYALE-AS", "0", "dyingbreeds_"
"2026-02-19 15:00:18", "1750855", "149.28.151.106:443", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2026-02-20 16:44:17", "90", "False", "https://search.censys.io/hosts/149.28.151.106", "AS20473,C2,censys", "0", "dyingbreeds_"
"2026-02-19 14:39:13", "1750837", "5.230.159.62:7000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447705238409510", "AS12586,ASGHOSTNET,c2,xworm", "0", "DonPasci"
"2026-02-19 14:39:13", "1750838", "20.234.151.26:6000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447705238409510", "AS8075,c2,MICROSOFT-CORP-MSN-AS-BLOCK,xworm", "0", "DonPasci"
"2026-02-19 14:39:13", "1750839", "45.61.149.192:6000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447705238409510", "AS14956,c2,ROUTERHOSTING,xworm", "0", "DonPasci"
"2026-02-19 14:39:13", "1750840", "45.137.98.189:6666", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447705238409510", "AS49581,c2,FERDINANDZINK,xworm", "0", "DonPasci"
"2026-02-19 14:39:13", "1750841", "45.141.26.201:6000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447705238409510", "AS142299,c2,CLOUDFORESTCOLTD-AS-AP,xworm", "0", "DonPasci"
"2026-02-19 14:39:13", "1750842", "82.26.104.128:6000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447705238409510", "AS63989,c2,DE-CORP,xworm", "0", "DonPasci"
"2026-02-19 14:39:13", "1750843", "91.208.197.30:1605", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447705238409510", "ALEXHOST,AS200019,c2,xworm", "0", "DonPasci"
"2026-02-19 14:31:23", "1750830", "103.163.219.252:7000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447659717562445", "AS140787,c2,LAMA-AS-VN,xworm", "0", "DonPasci"
"2026-02-19 14:31:23", "1750831", "141.11.213.91:8282", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447659717562445", "AS212477,c2,ROYALE-AS,xworm", "0", "DonPasci"
"2026-02-19 14:31:23", "1750832", "147.45.45.110:7777", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447659717562445", "AS215826,c2,PARTNER-HOSTING-LTD,xworm", "0", "DonPasci"
"2026-02-19 14:31:23", "1750833", "193.233.113.137:7000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447659717562445", "AS215826,c2,PARTNER-HOSTING-LTD,xworm", "0", "DonPasci"
"2026-02-19 14:30:40", "1750826", "134.122.152.135:7000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447659717562445", "AS152194,c2,CTGSERVERLIMITED-AS-AP,xworm", "0", "DonPasci"
"2026-02-19 14:30:40", "1750827", "134.122.154.171:7000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447659717562445", "AS152194,c2,CTGSERVERLIMITED-AS-AP,xworm", "0", "DonPasci"
"2026-02-19 14:30:40", "1750828", "202.95.17.184:7000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447659717562445", "AS152194,c2,CTGSERVERLIMITED-AS-AP,xworm", "0", "DonPasci"
"2026-02-19 14:30:40", "1750829", "202.95.18.16:7000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447659717562445", "AS152194,c2,CTGSERVERLIMITED-AS-AP,xworm", "0", "DonPasci"
"2026-02-19 14:30:39", "1750825", "134.122.140.89:7000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://x.com/K_N1kolenko/status/2024447659717562445", "AS152194,c2,CTGSERVERLIMITED-AS-AP,xworm", "0", "DonPasci"
"2026-02-19 13:16:56", "1750793", "213.152.161.162:5103", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://www.threat.rip/file/f0c5a5dc4ab51d8f3988e778996419acdfd7aa66139d10fb17606efb7c284cc2/config", "AMSI-BYPASS,AUTO-REG,PERSISTENCE,RAT,TROJAN,XWORM", "0", "Neiki"
"2026-02-19 12:02:14", "1750788", "168.245.203.52:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/168.245.203.52", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-19 12:02:14", "1750789", "168.245.203.54:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/168.245.203.54", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-19 12:02:09", "1750786", "65.87.7.237:8888", "ip:port", "botnet_cc", "win.adaptix_c2", "None", "AdaptixC2", "", "100", "False", "https://search.censys.io/hosts/65.87.7.237", "AdaptixC2,AS215659,C2,censys,MOEMOEKYUN", "0", "DonPasci"
"2026-02-19 12:02:09", "1750787", "80.71.235.24:8888", "ip:port", "botnet_cc", "win.adaptix_c2", "None", "AdaptixC2", "", "100", "False", "https://search.censys.io/hosts/80.71.235.24", "AdaptixC2,AS211673,C2,censys,MYNYMBOX", "0", "DonPasci"
"2026-02-19 12:02:06", "1750785", "94.237.58.158:8000", "ip:port", "botnet_cc", "win.mimikatz", "None", "MimiKatz", "", "100", "False", "https://search.censys.io/hosts/94.237.58.158", "AS202053,C2,censys,hacktool,Mimikatz,open-dir,UPCLOUD", "0", "DonPasci"
"2026-02-19 12:01:23", "1750784", "178.16.53.96:888", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2026-02-20 16:45:36", "100", "False", "https://search.censys.io/hosts/178.16.53.96", "AS202412,C2,censys,OMEGATECH-AS,RAT,Remcos", "0", "DonPasci"
"2026-02-19 11:54:32", "1750751", "172.94.100.227:29811", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "False", "https://www.threat.rip/file/2f98f08069fed0c1bf36ed12410130492a91d34e08214f5baa2576ccf84cd066/config", "DISCOVERY,LAST,RAT,REMCOS", "0", "Neiki"
"2026-02-19 11:00:44", "1750771", "223.109.90.98:10001", "ip:port", "botnet_cc", "win.extreme_rat", "ExtRat", "Xtreme RAT", "", "100", "False", "https://search.censys.io/hosts/223.109.90.98", "AS56046,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-19 11:00:43", "1750770", "183.2.143.61:43350", "ip:port", "botnet_cc", "win.extreme_rat", "ExtRat", "Xtreme RAT", "", "100", "False", "https://search.censys.io/hosts/183.2.143.61", "AS4134,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-19 11:00:42", "1750769", "183.2.143.61:10001", "ip:port", "botnet_cc", "win.extreme_rat", "ExtRat", "Xtreme RAT", "", "100", "False", "https://search.censys.io/hosts/183.2.143.61", "AS4134,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-19 11:00:36", "1750768", "62.102.148.154:3066", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "False", "https://tria.ge/260219-kl8x4aas5f", "Remcos", "0", "dyingbreeds_"
"2026-02-19 11:00:17", "1750763", "83.228.224.244:7443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-20 16:48:33", "100", "False", "https://search.censys.io/hosts/83.228.224.244", "AS29222,C2,censys,INFOMANIAK-AS,Mythic", "0", "dyingbreeds_"
"2026-02-19 11:00:14", "1750762", "158.94.210.95:6606", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2026-02-20 16:44:36", "100", "False", "https://search.censys.io/hosts/158.94.210.95", "AS202412,C2,censys,OMEGATECH-AS,RAT", "0", "dyingbreeds_"
"2026-02-19 10:09:33", "1750730", "138.199.59.6:60736", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "False", "https://www.threat.rip/file/8525b565eadc2d91f3004c0b0ec7b0d681073fd014a036c40e1c886ae318a304/config", "2026,COLLECTION,DEFENSE_EVASION,DISCOVERY,EXECUTION,RAT,REMCOS,SUSP-POWERSHELL", "0", "Neiki"
"2026-02-19 09:59:35", "1750739", "158.94.211.76:3232", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "50", "False", "https://bazaar.abuse.ch/sample/b1f158d0b1cefed083e2881955d3f4101e903b637866e5e33e17db8a07085f78/", "None", "0", "abuse_ch"
"2026-02-19 09:41:26", "1750728", "209.54.103.184:1909", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://www.threat.rip/file/1eea69be6c5274258ef70607632a375fc42245930530a18d849db485a306525d/config", "AUTO-STARTUP,EXECUTION,PERSISTENCE,SUSP-POWERSHELL,XWORM", "0", "Neiki"
"2026-02-19 09:13:03", "1750723", "172.233.46.113:6667", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "75", "False", "https://flare.io/learn/resources/blog/old-school-irc-new-victims-inside-the-newly-discovered-sshstalker-linux-botnet", "IRCBot,SSHStalker", "0", "abuse_ch"
"2026-02-19 08:50:16", "1750714", "52.146.70.84:8013", "ip:port", "botnet_cc", "win.deimos_c2", "None", "DeimosC2", "2026-02-20 16:47:59", "75", "False", "None", "Deimos,drb-ra", "0", "abuse_ch"
"2026-02-19 08:49:04", "1750713", "24.20.225.162:8080", "ip:port", "botnet_cc", "win.deimos_c2", "None", "DeimosC2", "2026-02-20 16:47:10", "75", "False", "None", "Deimos,drb-ra", "0", "abuse_ch"
"2026-02-19 08:47:35", "1750711", "185.179.189.122:443", "ip:port", "botnet_cc", "win.deimos_c2", "None", "DeimosC2", "2026-02-20 16:46:00", "75", "False", "None", "Deimos,drb-ra", "0", "abuse_ch"
"2026-02-19 08:47:07", "1750710", "172.86.91.226:443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:45:16", "75", "False", "None", "drb-ra,Havoc", "0", "abuse_ch"
"2026-02-19 08:46:44", "1750709", "165.245.130.101:9090", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2026-02-20 16:44:54", "75", "False", "None", "drb-ra,Sliver", "0", "abuse_ch"
"2026-02-19 08:44:43", "1750707", "138.91.32.183:8888", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2026-02-20 16:43:52", "75", "False", "None", "drb-ra,Sliver", "0", "abuse_ch"
"2026-02-19 08:01:24", "1750698", "84.38.133.182:41000", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2026-02-20 16:48:35", "100", "False", "https://search.censys.io/hosts/84.38.133.182", "AS203557,C2,censys,DATACLUB-NL,RAT,Remcos", "0", "DonPasci"
"2026-02-19 07:00:43", "1750680", "122.225.30.226:10001", "ip:port", "botnet_cc", "win.extreme_rat", "ExtRat", "Xtreme RAT", "", "100", "False", "https://search.censys.io/hosts/122.225.30.226", "AS58461,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-19 07:00:14", "1750679", "165.227.115.71:5505", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2026-02-20 16:44:52", "100", "False", "https://search.censys.io/hosts/165.227.115.71", "AS14061,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-19 06:52:41", "1750677", "167.172.48.226:8001", "ip:port", "botnet_cc", "elf.aisuru", "None", "Aisuru", "2026-02-20 17:04:13", "75", "False", "None", "AISURU", "0", "abuse_ch"
"2026-02-19 06:46:40", "1750673", "144.172.108.230:9000", "ip:port", "botnet_cc", "elf.bashlite", "gayfgt,Gafgyt,qbot,torlus,lizkebab", "Bashlite", "", "75", "False", "https://bazaar.abuse.ch/sample/46574ddbc05deef1abd5bc77938a3decaabb05fe3b07da3ae14ab5238f0fbb5d/", "Gafgyt", "0", "abuse_ch"
"2026-02-19 06:27:57", "1750463", "8.162.5.187:14701", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://www.threat.rip/file/bf24feaa5fb892d21ddf51b09abb9a9cb68a85736f5479a95ad35d417eb6d11e/config", "RAT,TROJAN,XWORM", "0", "Neiki"
"2026-02-19 06:27:52", "1750471", "193.161.193.99:44688", "ip:port", "botnet_cc", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "100", "False", "https://www.threat.rip/file/1414c34dd4dcee12e1bb8a12564390c5009120405d6941600ed4df4e567dadf3/config", "AUTO-REG,BLADABINDI,DEFENSE_EVASION,NJRAT,PACKER,PERSISTENCE,RAT,WINRARSFX", "0", "Neiki"
"2026-02-19 06:27:49", "1750476", "45.150.32.124:80", "ip:port", "botnet_cc", "win.stealc", "None", "Stealc", "2026-02-18 18:01:09", "100", "False", "None", "c2,hgfgjhjkjh,loader,StealC,stealer", "0", "Bitsight"
"2026-02-19 06:27:46", "1750484", "45.94.31.178:8990", "ip:port", "botnet_cc", "win.doublepulsar", "None", "DoublePulsar", "", "100", "False", "https://www.threat.rip/file/90d5dca5a7c377d98eb2e739ec1309304432827633ca25b2fa8e031c2f271429/config", "AUTO-SCH,AUTOIT,CHROMELEVATOR,CRYPTO-REGEX,DISCOVERY,EXECUTION,HACKTOOL,PASTEBIN,pulsar", "0", "Neiki"
"2026-02-19 06:27:36", "1750494", "206.123.132.224:39558", "ip:port", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "2026-02-18 18:35:27", "100", "False", "https://www.threat.rip/file/a73a00345158164f291fbbc9b78e5ac3a43f7fb6d66549de0e2b379b00b59b73/config", "AUTO-REG,DISCOVERY,EVASION,EXECUTION,INDO,PERSISTENCE,QUASAR,RAT", "0", "Neiki"
"2026-02-19 06:27:32", "1750497", "198.244.201.139:7181", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://www.threat.rip/file/44ea57e99e592de2a38bcac9670ce4f90a6656c7ffe65e3db4a10ec6ea4ee416/config", "AUTO-REG,AUTO-STARTUP,EVASION,EXECUTION,PERSISTENCE,RAT,TROJAN,XWORM", "0", "Neiki"
"2026-02-19 06:27:27", "1750513", "172.105.85.143:20809", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://www.threat.rip/file/3256d7a30220522ba4ff235b7b713a3d3802ac2d0d49220c86c834f291004d4a/config", "DEFENSE_EVASION,EXECUTION,RAT,TROJAN,XWORM", "0", "Neiki"
"2026-02-19 06:27:20", "1750523", "89.167.52.86:853", "ip:port", "botnet_cc", "win.mirai", "None", "Mirai", "", "100", "False", "https://www.threat.rip/file/8448e3fd5748e618814b8531e9339473991a18afd4f70cd109489a54ccc3fcaf/config", "BOTNET,DEFENSE_EVASION,DISCOVERY,LINUX,MIRAI", "0", "Neiki"
"2026-02-19 06:27:14", "1750525", "146.70.181.238:5675", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "False", "https://www.threat.rip/file/ab8bff235c745c895c80c1cff9bf486c055b3f1865a382e99769e7e470350b55/config", "DEFENSE_EVASION,DISCOVERY,EXECUTION,FIRST2026,RAT,REMCOS,SUSP-POWERSHELL", "0", "Neiki"
"2026-02-19 06:27:12", "1750538", "172.111.162.252:2620", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "False", "https://www.threat.rip/file/d312880a3b96319a2bc7ec6940c6303254573293f984daf1c5d809ad8b3fb306/config", "AUTO-REG,PERSISTENCE,RAT,REMCOS,REMOTEHOST", "0", "Neiki"
"2026-02-19 06:27:10", "1750540", "23.26.129.38:24024", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2026-02-18 23:00:57", "100", "False", "https://www.threat.rip/file/84eaa8ef44fa7e70ee018bca52e1d89ee3d1916b2c8435647bcb6e7508422cf0/config", "24024,AUTO-REG,DEFENSE_EVASION,DISCOVERY,PERSISTENCE,RAT,REMCOS,TROJAN", "0", "Neiki"
"2026-02-19 06:27:01", "1750557", "193.161.193.99:25340", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://www.threat.rip/file/b34c2510080419ad561fbc8962d57080a5580a43ac00d555fe655befeafdb41e/config", "AUTO-REG,AUTO-STARTUP,EVASION,PERSISTENCE,RAT,TROJAN,XWORM", "0", "Neiki"
"2026-02-19 06:27:00", "1750559", "193.161.193.99:51173", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://www.threat.rip/file/adf2de9f5848c62bf59bd53ab308ec1f7547473dafd46674af749b0c0184fbe3/config", "AUTO-REG,AUTO-STARTUP,EXECUTION,PERSISTENCE,RAT,TROJAN,XWORM", "0", "Neiki"
"2026-02-19 06:26:53", "1750564", "87.242.106.13:64370", "ip:port", "botnet_cc", "win.noneuclid_rat", "LiberiumRAT,ShadowRoot,SheetRAT", "NonEuclid RAT", "", "100", "False", "https://www.threat.rip/file/c72fe9e05d9b5a365a9e77e69701b855ee724a6a607ea40ac307eda9164d8415/config", "AUTO-REG,AUTO-SCH,EXECUTION,PERSISTENCE,RAT,SHEET,SHEETRAT,TROJAN", "0", "Neiki"
"2026-02-19 06:26:50", "1750575", "107.152.32.98:2491", "ip:port", "botnet_cc", "win.doublepulsar", "None", "DoublePulsar", "", "100", "False", "https://www.threat.rip/file/2369befdd2e05f4f5b79e3f2370fa18463e2dcdba5bd86da83092edad923434f/config", "CRYPTO-REGEX,DEFENSE_EVASION,EXECUTION,PASTEBIN,PULSAR,QUASAR,RAT,SPYWARE", "0", "Neiki"
"2026-02-19 06:26:48", "1750577", "193.161.193.99:61682", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://www.threat.rip/file/6db357c83d1263633a1a640493dd12a42baa013f8ed4b3ce640f67f45e0413ad/config", "RAT,TROJAN,XWORM", "0", "Neiki"
"2026-02-19 06:26:40", "1750596", "128.90.102.133:7000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://www.threat.rip/file/1795ecf7e062bdbc66edec7831f0ff12dba8b18ec5e276b1a16fabbf60f5ea60/config", "AUTO-STARTUP,DISCOVERY,NETREACTOR,RAT,TROJAN,XWORM", "0", "Neiki"
"2026-02-19 06:26:38", "1750612", "112.68.47.218:2323", "ip:port", "botnet_cc", "win.mirai", "None", "Mirai", "", "100", "False", "https://www.threat.rip/file/64b1dda6ef014880695645b59230d3ae68d4c7562b189971f6fdb14ac29d95f2/config", "BOTNET,DEFENSE_EVASION,DISCOVERY,LINUX,MIRAI,SCAN,SSH,SSHSCAN", "0", "Neiki"
"2026-02-19 06:26:31", "1750620", "147.185.221.181:17288", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://www.threat.rip/file/db65779ec12a3ff7e45b8fc3d420fa614266220b9d6de143179ef674c9642e09/config", "RAT,TROJAN,XWORM", "0", "Neiki"
"2026-02-19 06:13:18", "1750666", "101.132.167.9:8088", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "False", "None", "CobaltStrike,cs-watermark-666666666", "0", "abuse_ch"
"2026-02-19 06:04:31", "1750665", "134.209.55.29:8001", "ip:port", "botnet_cc", "elf.aisuru", "None", "Aisuru", "2026-02-20 17:12:45", "75", "False", "None", "AISURU", "0", "abuse_ch"
"2026-02-19 06:01:18", "1750662", "94.73.17.125:8088", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "2026-02-19 07:02:22", "100", "False", "https://tria.ge/260219-eegmdabx7c", "AS51407,C2,triage,xworm", "0", "DonPasci"
"2026-02-19 05:00:16", "1750649", "143.110.139.54:8001", "ip:port", "botnet_cc", "elf.aisuru", "None", "Aisuru", "2026-02-20 17:11:04", "75", "False", "None", "AISURU", "0", "abuse_ch"
"2026-02-19 05:00:14", "1750648", "165.232.80.66:8001", "ip:port", "botnet_cc", "elf.aisuru", "None", "Aisuru", "2026-02-20 17:07:26", "75", "False", "None", "AISURU", "0", "abuse_ch"
"2026-02-19 05:00:12", "1750647", "104.131.8.3:8001", "ip:port", "botnet_cc", "elf.aisuru", "None", "Aisuru", "2026-02-20 17:13:36", "75", "False", "None", "AISURU", "0", "abuse_ch"
"2026-02-19 05:00:10", "1750646", "142.93.137.168:8001", "ip:port", "botnet_cc", "elf.aisuru", "None", "Aisuru", "2026-02-20 17:14:53", "75", "False", "None", "AISURU", "0", "abuse_ch"
"2026-02-19 05:00:08", "1750645", "178.128.247.58:8001", "ip:port", "botnet_cc", "elf.aisuru", "None", "Aisuru", "2026-02-20 17:09:40", "75", "False", "None", "AISURU", "0", "abuse_ch"
"2026-02-19 05:00:06", "1750644", "157.245.86.38:8001", "ip:port", "botnet_cc", "elf.aisuru", "None", "Aisuru", "2026-02-20 17:11:50", "75", "False", "None", "AISURU", "0", "abuse_ch"
"2026-02-19 05:00:03", "1750643", "174.138.15.64:8001", "ip:port", "botnet_cc", "elf.aisuru", "None", "Aisuru", "2026-02-20 17:12:15", "75", "False", "None", "AISURU", "0", "abuse_ch"
"2026-02-19 05:00:01", "1750642", "165.22.193.95:8001", "ip:port", "botnet_cc", "elf.aisuru", "None", "Aisuru", "2026-02-20 17:08:58", "75", "False", "None", "AISURU", "0", "abuse_ch"
"2026-02-19 04:59:59", "1750641", "159.65.252.42:8001", "ip:port", "botnet_cc", "elf.aisuru", "None", "Aisuru", "2026-02-20 17:11:12", "75", "False", "None", "AISURU", "0", "abuse_ch"
